"What is object-oriented programming (OOP)?","A programming paradigm based on objects and classes"
"What is a class?","A blueprint for creating objects"
"What is an object?","An instance of a class"
"What is an attribute?","A property or variable in a class"
"What is a method?","A function associated with a class"
"What is encapsulation?","Hiding data within a class"
"What is data hiding?","Restricting access to internal data"
"What is inheritance?","A class deriving properties from another class"
"What is polymorphism?","Ability to take multiple forms"
"What is abstraction?","Hiding complex implementation details"
"What is a constructor?","A method that initialises an object"
"What is a default constructor?","Constructor with no parameters"
"What is a parameterised constructor?","Constructor with parameters"
"What is a destructor?","Method that cleans up object"
"What is an instance variable?","Variable specific to an object"
"What is a class variable?","Variable shared across all objects"
"What is self/this keyword?","Refers to current object"
"What is method overriding?","Subclass redefining parent method"
"What is method overloading?","Multiple methods with same name"
"What is access modifier?","Controls visibility of data"
"What is public access?","Accessible anywhere"
"What is private access?","Accessible only within class"
"What is protected access?","Accessible in subclasses"
"What is a getter method?","Returns value of attribute"
"What is a setter method?","Modifies value of attribute"
"What is composition?","Class contains objects of other classes"
"What is aggregation?","Weak relationship between objects"
"What is association?","General relationship between objects"
"What is UML?","Unified Modeling Language"
"What is UML class diagram?","Visual of classes and relationships"
"What is superclass?","Parent class"
"What is subclass?","Child class"
"What is multiple inheritance?","Class inherits from multiple parents"
"What is single inheritance?","One parent class"
"What is hierarchical inheritance?","Multiple subclasses from one parent"
"What is multilevel inheritance?","Chain of inheritance"
"What is interface?","Defines methods without implementation"
"What is abstract class?","Cannot be instantiated"
"What is abstract method?","Method without implementation"
"What is concrete class?","Fully implemented class"
"What is message passing?","Objects communicate via methods"
"What is dynamic binding?","Method resolved at runtime"
"What is static binding?","Method resolved at compile time"
"What is cohesion in OOP?","How related class elements are"
"What is coupling in OOP?","Dependency between classes"
"What is object state?","Current values of attributes"
"What is object behaviour?","Actions defined by methods"
"What is instantiation?","Creating an object"
"What is object lifecycle?","Creation to destruction"
"What is encapsulation benefit?","Protects data integrity"
"What is inheritance benefit?","Code reuse"
"What is polymorphism benefit?","Flexibility in code"
"What is abstraction benefit?","Simplifies complexity"
"What is class diagram relationship?","Shows connections"
"What is one-to-one relationship?","One object linked to one"
"What is one-to-many relationship?","One object linked to many"
"What is many-to-many relationship?","Multiple objects linked"
"What is class responsibility?","What class does"
"What is SOLID principle?","Design principles for OOP"
"What is single responsibility principle?","One class one job"
"What is open/closed principle?","Open for extension, closed for modification"
"What is Liskov substitution principle?","Subclasses replace parents"
"What is interface segregation principle?","Small specific interfaces"
"What is dependency inversion principle?","Depend on abstractions"
"What is code reuse?","Using existing code"
"What is DRY principle in OOP?","Avoid repetition"
"What is loose coupling?","Minimal dependency"
"What is tight coupling?","High dependency"
"What is high cohesion?","Strongly related class elements"
"What is low cohesion?","Weakly related elements"
"What is delegation?","Object handles request via another"
"What is method signature?","Method name and parameters"
"What is override keyword?","Indicates method overriding"
"What is virtual method?","Can be overridden"
"What is final method?","Cannot be overridden"
"What is static method?","Belongs to class not instance"
"What is static variable?","Shared across instances"
"What is object reference?","Pointer to object"
"What is shallow copy?","Copies reference"
"What is deep copy?","Copies full object"
"What is cloning?","Creating copy of object"
"What is immutable object?","Cannot be changed"
"What is mutable object?","Can be changed"
"What is object equality?","Comparing object values"
"What is reference equality?","Comparing memory address"
"What is class library?","Collection of reusable classes"
"What is framework?","Reusable structure for applications"
"What is package/module?","Grouping related classes"
"What is namespace?","Avoids naming conflicts"
"What is encapsulation example?","Private variables with getters"
"What is inheritance example?","Car inherits Vehicle"
"What is polymorphism example?","Same method different behaviour"
"What is abstraction example?","Interface hiding details"
"What is UML inheritance arrow?","Triangle arrow"
"What is UML association line?","Simple line"
"What is UML aggregation symbol?","Hollow diamond"
"What is UML composition symbol?","Filled diamond"
"What is object interaction?","Objects calling methods"
"What is method call?","Executing a method"
"What is parameter passing in OOP?","Passing values to methods"
"What is return value?","Output from method"
"What is constructor chaining?","Calling another constructor"
"What is super keyword?","Refers to parent class"
"What is method resolution order?","Order methods are called"
"What is polymorphic variable?","Can refer to multiple types"
"What is dynamic dispatch?","Runtime method selection"
"What is encapsulation enforcement?","Using access modifiers"
"What is object composition benefit?","Flexible design"
"What is inheritance drawback?","Tight coupling"
"What is polymorphism drawback?","Complex debugging"
"What is abstraction drawback?","Less detail visible"
"What is class responsibility design?","Clear class purpose"
"What is refactoring in OOP?","Improving class design"
"What is code smell in OOP?","Poor class structure"
"What is God class?","Class doing too much"
"What is data class?","Class storing data only"
"What is method cohesion?","Methods related to class purpose"
"What is class interface?","Public methods"
"What is implementation detail?","Hidden logic"
"What is dependency?","Class relying on another"
"What is inversion of control?","Control given to framework"
"What is dependency injection?","Providing dependencies externally"
"What is design pattern?","Reusable solution template"
"What is singleton pattern?","Single instance class"
"What is factory pattern?","Creates objects"
"What is observer pattern?","Notifies changes"
"What is MVC pattern?","Model-View-Controller"
"What is encapsulation violation?","Accessing private data"
"What is inheritance hierarchy?","Class structure tree"
"What is method abstraction?","Hiding implementation"
"What is class abstraction?","Generalised class"
"What is object collaboration?","Objects working together"
"What is state change?","Updating object data"
"What is lifecycle management?","Handling object creation/destruction"
"What is memory allocation in OOP?","Assigning space for objects"
"What is garbage collection in OOP?","Automatic memory cleanup"
"What is object persistence?","Saving object state"
"What is serialisation?","Converting object to data format"
"What is deserialisation?","Recreating object"
"What is interface implementation?","Class defines interface methods"
"What is abstract class usage?","Base for subclasses"
"What is polymorphic behaviour?","Different responses to same method"
"What is runtime polymorphism?","Decided at runtime"
"What is compile-time polymorphism?","Decided at compile time"
"What is OOP advantage?","Modular and reusable code"
"What is OOP disadvantage?","More complex design"
"What is class reuse?","Using existing classes"
"What is object reuse?","Reusing objects"
"What is code maintainability?","Ease of updating code"
"What is scalability in OOP?","Handling growth"
"What is modularity?","Breaking into components"
"What is encapsulation importance?","Protects data"
"What is inheritance importance?","Reduces duplication"
"What is polymorphism importance?","Flexible design"
"What is abstraction importance?","Simplifies systems"
"What is OOP real-world example?","Car object with attributes"
"What is class naming convention?","PascalCase"
"What is method naming convention?","camelCase"
"What is attribute naming convention?","camelCase"
"What is class diagram purpose?","Visualise system"
"What is UML importance?","Standard modelling language"
"What is design principle importance?","Improves quality"
"What is testability in OOP?","Ease of testing classes"
"What is unit testing in OOP?","Testing methods"
"What is integration testing in OOP?","Testing class interaction"
"What is debugging OOP?","Tracing object behaviour"
"What is logging in OOP?","Tracking object actions"
"What is error handling in OOP?","Managing exceptions"
"What is exception class?","Represents error"
"What is try-catch in OOP?","Handles exceptions"
"What is finally block?","Always executes"
"What is custom exception?","User-defined error"
"What is class responsibility principle?","Single purpose class"
"What is cohesion importance?","Better design"
"What is coupling importance?","Reduces dependency"
"What is design trade-off?","Balance simplicity vs flexibility"
"What is object design strategy?","Plan before coding"
"What is code readability?","Easy to understand"
"What is documentation in OOP?","Explains classes"
"What is commenting in OOP?","Clarifies code"
"What is version control in OOP?","Tracks changes"
"What is collaboration in OOP?","Multiple developers working"
"What is testing strategy?","Ensuring correctness"
"What is deployment?","Releasing software"
"What is maintenance?","Fixing and updating"
"What is refactoring importance?","Improves structure"
"What is optimisation in OOP?","Improving performance"
"What is OOP final goal?","Efficient reusable systems"
