Front,Back
What is the hydrological cycle?,The continuous movement of water between atmosphere land and oceans.
What is a drainage basin?,An area drained by a river and its tributaries.
What is evapotranspiration?,Combined evaporation and transpiration.
What is the carbon cycle?,The movement of carbon between atmosphere biosphere oceans and lithosphere.
What is a carbon sink?,A store absorbing more carbon than it releases.
What is a carbon source?,A store releasing more carbon than it absorbs.
What is ocean acidification?,Lowering of ocean pH due to dissolved CO2.
What is longshore drift?,Movement of sediment along the coast by angled wave approach.
What is hydraulic action?,Wave force compressing air in cracks causing erosion.
What is abrasion?,Rock fragments scraping the cliff face.
What is attrition?,Rock fragments colliding becoming smaller and rounder.
What is plucking?,Ice freezing onto rock and pulling it away.
What is abrasion in glaciation?,Rock embedded in ice grinding bedrock.
What is a corrie?,Bowl-shaped hollow formed by glacial erosion.
What is a U-shaped valley?,Wide flat-bottomed valley carved by ice.
What is a moraine?,Accumulation of glacial debris.
What is a tectonic hazard?,Hazard caused by plate movement.
What causes earthquakes?,Sudden energy release along faults.
What is a tropical storm?,Rotating low-pressure system over warm oceans.
What conditions form tropical storms?,Sea temperatures above 27°C and low wind shear.
What is an ecosystem?,Community of organisms interacting with environment.
What is biodiversity?,Variety of plant and animal life.
What is succession?,Gradual development of ecosystems over time.
What is a biome?,Large-scale ecosystem defined by climate.
What is urbanisation?,Increase in proportion of people living in cities.
What is a megacity?,City with population over 10 million.
What is gentrification?,Wealthier residents moving into poorer areas.
What is regeneration?,Investment to improve urban areas.
What is globalisation?,Increasing interconnectedness of countries.
What is a TNC?,Company operating in multiple countries.
What is foreign direct investment?,Investment in business operations abroad.
What is the development gap?,Difference in wealth between countries.
What is HDI?,Human Development Index measuring health education income.
What is migration?,Movement of people from one place to another.
What is a push factor?,Reason forcing people to leave.
What is a pull factor?,Reason attracting people.
What are remittances?,Money sent home by migrants.
What is demographic transition model?,Model showing population change with development.
What is natural increase?,Birth rate minus death rate.
What is carrying capacity?,Maximum population environment can sustain.
What is food security?,Reliable access to sufficient food.
What is water security?,Reliable access to safe water.
What is energy security?,Reliable access to affordable energy.
What is renewable energy?,Energy from naturally replenished sources.
What is overpopulation?,Population exceeding carrying capacity.
What is sustainable development?,Meeting needs without harming future generations.
What is climate change?,Long-term alteration of global climate.
What is mitigation?,Actions reducing hazard impact.
What is adaptation?,Adjustments to reduce vulnerability.
What is resilience?,Ability to recover from hazards.
What does AO1 assess?,Knowledge and understanding.
What does AO2 assess?,Application to context.
What does AO3 assess?,Analysis and evaluation.
What does 'Assess' require?,Balanced judgement.
What is synoptic thinking?,Linking topics across themes.
What is spatial scale?,Local to global perspective.
What is temporal scale?,Short-term versus long-term.
What is dependency ratio?,Ratio of dependents to working population.
What is an ageing population?,High proportion over 65.
What is a youthful population?,High proportion under 15.
What is desertification?,Land degradation in dry areas.
What is aquifer depletion?,Overuse of groundwater.
What is desalination?,Removing salt from seawater.
What is sustainable yield?,Maximum resource use without depletion.
What is a superpower?,Country with global political and economic influence.
What is economic interdependence?,Countries relying on each other economically.
What is political interdependence?,Countries cooperating through agreements.
What is a trade bloc?,Group of countries reducing trade barriers.
What is protectionism?,Policies protecting domestic industries.
What is fair trade?,System ensuring fair prices for producers.
What is a smart city?,City using technology for efficiency.
What is green infrastructure?,Natural systems reducing urban impacts.
What is the urban heat island effect?,Cities being warmer than rural areas.
What is isostatic rebound?,Land rising after ice melt.
What is eustatic sea level change?,Global change in sea levels.
What is ocean circulation?,Movement of water driven by temperature and salinity.
What is thermohaline circulation?,Global ocean conveyor belt.
What is permafrost?,Permanently frozen ground.
What is a feedback loop?,Process amplifying or reducing change.
What is positive feedback?,Amplifies initial change.
What is negative feedback?,Reduces initial change.
What is food sovereignty?,Right to control food systems.
What is land grabbing?,Large-scale land purchase by foreign investors.
What is biofuel?,Fuel made from crops.
What is peak oil?,Maximum rate of oil production.
What is circular economy?,Reducing waste through reuse and recycling.
What is hazard management cycle?,Framework for hazard response.
What is the Park Model?,Model showing recovery after disaster.
What is urban sprawl?,Uncontrolled city expansion.
What is suburbanisation?,Movement to suburbs.
What is counter-urbanisation?,Movement to rural areas.
What is place perception?,How people view a place.
What is sense of place?,Emotional attachment to location.
What is qualitative data?,Descriptive data.
What is quantitative data?,Numerical data.
What is a case study?,Detailed real-world example.
What is evaluation?,Weighing up arguments to form judgement.
What is longshore drift?,Movement of sediment along the coast by waves approaching at an angle.
What is a sediment cell?,A stretch of coastline where sediment is largely self-contained.
What is a concordant coastline?,Rock layers run parallel to the coastline.
What is a discordant coastline?,Rock layers run perpendicular to the coastline.
How is a spit formed?,Longshore drift deposits sediment beyond a bend in the coastline.
What is a tombolo?,A ridge of sand connecting an island to the mainland.
What is a wave-cut platform?,Flat rocky area formed by cliff retreat.
What is coastal retreat?,Landward movement of the coastline due to erosion.
What is managed retreat?,Allowing land to flood naturally to reduce long-term risk.
What is hard engineering?,Artificial structures built to control coastal processes.
What is soft engineering?,Working with natural processes to manage coastlines.
What is a drumlin?,A streamlined hill made of glacial till.
What is a ribbon lake?,A long narrow lake formed in an over-deepened glacial valley.
What is a hanging valley?,A smaller tributary valley left above the main valley.
What is a roche moutonnée?,A rock formation shaped by glacial erosion.
What is basal sliding?,Glacier sliding over bedrock due to meltwater lubrication.
What is accumulation?,Gain of snow and ice in a glacier.
What is ablation?,Loss of ice through melting and sublimation.
What is a constructive wave?,Low-energy wave depositing sediment.
What is a destructive wave?,High-energy wave removing sediment.
What is an earthquake focus?,The point underground where energy is released.
What is the epicentre?,The point on the surface directly above the focus.
What is liquefaction?,When saturated ground behaves like liquid during shaking.
What is a storm surge?,Rise in sea level due to low pressure and strong winds.
What is drought?,Extended period of low rainfall.
What is a heatwave?,Prolonged period of extreme heat.
What is desertification?,Degradation of land in arid areas.
What is ecosystem resilience?,Ability of ecosystem to recover from disturbance.
What is a climax community?,Stable final stage of succession.
What is primary succession?,Colonisation of land without soil.
What is secondary succession?,Recovery of ecosystem after disturbance.
What is the ITCZ?,Intertropical Convergence Zone where trade winds meet.
What is albedo?,The reflectivity of Earth's surface.
What is thermohaline circulation?,Ocean circulation driven by temperature and salinity.
What is a watershed?,The boundary between drainage basins.
What is interception?,Rainfall caught by vegetation.
What is infiltration capacity?,Maximum rate soil can absorb water.
What is throughflow?,Lateral movement of water through soil.
What is groundwater recharge?,Refilling of aquifers.
What is a carbon budget?,Balance between carbon sources and sinks.
What is sequestration?,Long-term storage of carbon.
What is anthropogenic?,Caused by human activity.
What is ocean acidification?,Reduction in pH due to dissolved CO2.
What is eustatic change?,Global sea level change.
What is isostatic change?,Land rising or falling due to loading.
What is urban governance?,Management of cities by authorities.
What is participatory planning?,Involving communities in decision-making.
What is economic inequality?,Unequal distribution of wealth.
What is a brownfield site?,Previously developed land suitable for reuse.
What is a greenfield site?,Undeveloped land on city outskirts.
What is a sustainable city?,City balancing environmental social and economic needs.
What is global governance?,International cooperation to manage global issues.
What is the IMF?,International Monetary Fund providing financial assistance.
What is the World Bank?,Organisation funding development projects.
What is the WTO?,World Trade Organisation regulating trade.
What is sovereignty?,A country’s ability to govern itself.
What is migration transition?,Changes in migration patterns with development.
What is forced migration?,Movement due to conflict or disaster.
What is voluntary migration?,Movement by personal choice.
What is rural-urban migration?,Movement from countryside to city.
What is net migration?,Difference between immigration and emigration.
What is demographic dividend?,Economic benefit of large working-age population.
What is a pro-natalist policy?,Policy encouraging higher birth rates.
What is an anti-natalist policy?,Policy reducing birth rates.
What is ageing population pressure?,Strain on healthcare and pensions.
What is food production intensification?,Increasing output using technology.
What is sustainable agriculture?,Farming without degrading resources.
What is aquaculture?,Farming of fish and seafood.
What is food miles?,Distance food travels to consumers.
What is water conflict?,Disputes over shared water resources.
What is inter-basin transfer?,Moving water between river basins.
What is peak water?,Maximum sustainable freshwater use.
What is energy mix?,Combination of energy sources used by a country.
What is energy transition?,Shift from fossil fuels to renewables.
What is fracking?,Extraction of shale gas using pressurised water.
What is biofuel?,Fuel derived from crops.
What is geopolitical tension?,Political conflict between countries.
What is a superpower?,Nation with global influence.
What is cultural globalisation?,Spread of ideas and culture globally.
What is economic globalisation?,Global trade and financial integration.
What is political globalisation?,Growth of international organisations.
What is time-space compression?,Reduced impact of distance due to technology.
What is placemaking?,Shaping spaces to enhance community identity.
What is insider perspective?,View of people living in a place.
What is outsider perspective?,View of people external to a place.
What is representation?,How places are portrayed in media.
What is perception?,How individuals interpret a place.
What is quantitative data?,Numerical measurable data.
What is qualitative data?,Descriptive opinion-based data.
What is triangulation?,Using multiple data sources for reliability.
What is a choropleth map?,Map shading areas by value.
What is a proportional symbol map?,Map using symbols scaled by data value.
What is a line of best fit?,Trend line showing data relationship.
What is correlation?,Relationship between two variables.
What is a positive correlation?,Both variables increase together.
What is a negative correlation?,One variable increases as the other decreases.
What is an anomaly?,Data point that does not fit the trend.
What is global development?,Improvement in living standards income and wellbeing.
What is uneven development?,Differences in wealth and quality of life between places.
What is core-periphery theory?,Model showing economic dominance of developed core regions.
What is dependency theory?,Theory that poorer countries depend on richer nations.
What is neoliberalism?,Economic approach favouring free markets and reduced state control.
What is structural adjustment?,Economic reforms imposed by IMF or World Bank.
What is debt relief?,Reduction or cancellation of national debt.
What is fair trade?,Trading system ensuring fair prices for producers.
What is aid?,Financial or resource support given to countries in need.
What is bilateral aid?,Aid given directly from one country to another.
What is multilateral aid?,Aid given through international organisations.
What is tied aid?,Aid requiring purchase of goods from donor country.
What is emergency aid?,Short-term support after disasters.
What is long-term development aid?,Aid aimed at sustainable development.
What is the multiplier effect?,Economic growth generating further spending.
What is global shift?,Movement of manufacturing to lower cost countries.
What is offshoring?,Relocating production abroad.
What is reshoring?,Bringing production back to home country.
What is economic leakage?,Money leaving a local economy.
What is economic multiplier?,Increase in income from additional spending.
What is sovereignty erosion?,Reduction in national decision-making power.
What is geopolitical power?,Ability to influence other countries.
What is soft power?,Influence through culture and diplomacy.
What is hard power?,Influence through military or economic force.
What is emerging power?,Country increasing global influence.
What is regional power?,Country dominant within its region.
What is BRICS?,Group of emerging economies Brazil Russia India China South Africa.
What is global commons?,Shared resources like oceans and atmosphere.
What is climate governance?,International coordination to address climate change.
What is COP?,Conference of the Parties climate negotiations.
What is Paris Agreement?,International treaty aiming to limit global warming.
What is mitigation strategy?,Action to reduce emissions.
What is adaptation strategy?,Action to cope with climate impacts.
What is sustainable urban drainage?,Systems reducing surface runoff.
What is integrated coastal zone management?,Coordinated approach to managing coasts.
What is ecosystem-based management?,Managing resources sustainably through natural systems.
What is adaptive management?,Flexible strategy responding to change.
What is disaster diplomacy?,Cooperation following hazard events.
What is hazard perception?,How people interpret and respond to risk.
What is risk assessment?,Evaluation of hazard likelihood and impact.
What is hazard zoning?,Identifying high-risk areas.
What is building code?,Regulation ensuring safer construction.
What is early warning system?,Technology predicting hazard events.
What is vulnerability index?,Measure of population risk.
What is resilience strategy?,Plan to recover quickly from shocks.
What is sustainable resource management?,Balancing use with conservation.
What is water stress?,Demand exceeding water supply.
What is transboundary water?,Water shared across borders.
What is conflict resolution?,Negotiated settlement of disputes.
What is environmental justice?,Fair treatment in environmental decision-making.
What is climate refugee?,Person displaced by environmental change.
What is internal displacement?,Movement within national borders.
What is net migration rate?,Difference between immigration and emigration per 1000 people.
What is demographic momentum?,Population growth continuing after fertility decline.
What is gender imbalance?,Unequal ratio of males to females.
What is social exclusion?,Marginalisation of certain groups.
What is spatial inequality?,Unequal distribution across space.
What is gini coefficient?,Measure of income inequality.
What is regeneration success?,Improvement in economic social and environmental indicators.
What is placelessness?,Loss of local identity due to globalisation.
What is cultural homogenisation?,Cultures becoming more similar globally.
What is glocalisation?,Adapting global products to local markets.
What is brand dominance?,Global companies shaping consumer culture.
What is time-space convergence?,Reduced travel time between locations.
What is global supply chain?,Network of production across countries.
What is carbon footprint?,Total greenhouse gas emissions caused by activity.
What is ecological footprint?,Measure of resource use compared to Earth’s capacity.
What is planetary boundary?,Limit within which humanity can operate safely.
What is tipping point?,Threshold triggering irreversible change.
What is Arctic amplification?,Faster warming in polar regions.
What is permafrost thaw?,Melting frozen ground releasing methane.
What is cryosphere loss?,Reduction in global ice mass.
What is food insecurity?,Lack of reliable access to food.
What is yield gap?,Difference between actual and potential crop yield.
What is irrigation?,Artificial watering of crops.
What is sustainable intensification?,Increasing yields without harming environment.
What is eutrophication?,Nutrient enrichment causing algal blooms.
What is renewable capacity?,Maximum renewable energy generation.
What is energy dependency ratio?,Proportion of energy imported.
What is geopolitics of energy?,Political power linked to energy resources.
What is circular economy?,System reducing waste through reuse.
What is greenwashing?,Misleading claims of sustainability.
What is biodiversity hotspot?,Region with high species diversity under threat.
What is ecosystem service?,Benefit humans gain from nature.
What is provisioning service?,Resource like food or water.
What is regulating service?,Climate or flood control.
What is cultural service?,Recreational or spiritual benefit.
What is supporting service?,Processes like nutrient cycling.
What is synoptic link?,Connection between different geographical themes.
Why include synoptic links in essays?,Shows integrated higher-level understanding.
What is balanced evaluation?,Weighing strengths and weaknesses.
What is critical judgement?,Clear justified conclusion.
What defines A* evaluation?,Considering scale time context and alternatives.
What is comparative analysis?,Comparing case studies to show insight.
What is spatial analysis?,Understanding patterns across space.
What is temporal analysis?,Understanding change over time.
What improves AO3 marks?,Clear evaluation throughout not just in conclusion.
What is a conceptual framework?,Structured way to understand geography.
What is systems thinking?,Understanding inputs outputs and flows.
What is interdependence?,Mutual reliance between systems.
What is feedback analysis?,Explaining reinforcing or balancing loops.
What is sustainability triangle?,Balancing economic social environmental factors.
What secures top band essays?,Precise case studies consistent evaluation and synoptic links.
